71,58.82,59.23,50,4,78,70
72,58.44,59.78,50,4,74,70
70,58.27,59.88,50,4,73,70
71,58.08,55.6,50,4,87,70
71,57.93,55.6,50,4,87,70
70,57.72,55.48,50,4,87,70
71,57.88,59.28,50,4,74,70
71,57.62,59.06,50,4,74,70
70,57.05,59.01,50,4,72,70
71,57.48,58.85,50,4,75,70
72,56.92,58.82,50,4,73,70
70,56.82,58.72,50,4,73,70
71,56.66,59.04,50,4,70,70
71,56.49,58.46,50,4,71,70
70,56.32,57.93,50,4,73,70
71,56.15,58.58,50,4,70,71
70,56.32,58.41,50,4,71,70
71,56.25,57.83,50,4,73,70
71,56.23,54.32,50,4,85,70
70,55.86,54.02,50,4,85,70
70,55.74,53.15,50,4,88,70
71,55.51,57.28,50,4,72,70
70,55.6,57.21,50,4,74,70
71,54.86,56.64,50,4,72,70
71,54.55,56.08,50,4,73,70
70,54.62,56.83,50,4,70,70
71,54.35,56.68,50,4,70,71
71,54.04,56.15,50,4,70,70
69,54.14,56.42,50,4,70,71
71,53.37,56.06,50,4,70,74
71,53.1,55.92,50,4,70,75
70,53.25,55.65,50,4,70,73
70,52.5,55.24,50,4,70,75
71,52.24,55.1,50,4,70,77
69,52.05,54.86,50,4,70,77
71,52.28,54.57,50,4,70,75
71,51.58,54.78,50,4,70,79
69,51.3,53.99,50,4,70,78
71,51.08,53.3,50,4,70,77
69,50.8,53.78,50,4,70,80
71,50.62,52.53,50,4,70,76
70,50.46,52.28,50,4,70,76
69,49.91,52.02,50,4,70,78
71,50.29,52.62,50,4,70,78
70,49.98,52.38,50,4,70,80
69,49.85,52.21,50,4,70,80
71,49.78,51.99,50,4,70,80
70,50,52.09,50,4,70,80
69,49.45,51.39,50,4,70,79
70,49.43,51.22,50,4,70,79
70,49.35,51.03,50,4,70,79
70,49.28,50.46,50,4,70,78
70,49.21,50.84,50,4,70,80
69,49.2,50.62,50,4,70,79
70,49.26,49.14,50,4,70,73
71,49.52,50.26,50,4,70,75
69,49.04,50.45,50,4,70,79
70,49.11,49.67,50,4,70,76
70,49.13,50.31,50,4,70,79
69,49.23,49.81,50,4,70,76
71,49.16,49.74,50,4,70,76
69,49.18,49.71,50,4,70,76
70,49.18,49.57,50,4,70,76
70,49.21,49.57,50,4,70,76
69,49.37,49.55,50,4,70,75
70,49.43,49.47,50,4,70,74
70,49.61,48.7,50,4,70,70
70,50,49.57,50,4,70,72
70,49.16,48.78,50,4,70,73
70,49.14,47.19,50,4,72,70
69,49.49,49.25,50,4,70,73
70,49.43,49.28,50,4,70,73
69,49.86,49.57,50,4,70,73
70,49.18,49.62,50,4,70,76
71,49.13,49.67,50,4,70,76
69,49.88,49.67,50,4,70,73
70,49.45,48.89,50,4,70,71
70,49.49,48.99,50,4,70,72
69,49.04,48.94,50,4,70,73
70,49.04,49.61,50,4,70,76
70,49.2,48.84,50,4,70,72
69,49.21,48.85,50,4,70,72
71,49.09,50.19,50,4,70,78
69,49.43,49.83,50,4,70,75
70,49.32,49.83,50,4,70,76
70,49.13,50.41,50,4,70,79
69,48.53,50.77,50,4,70,84
70,49.26,49.06,50,4,70,74
71,48.53,49.73,50,4,70,79
69,48.42,49.73,50,4,70,80
70,48.3,49.66,50,4,70,82
70,48.2,49.2,50,4,70,80
69,48.15,49.09,50,4,70,80
70,47.71,49.54,50,4,70,84
69,47.71,49.81,50,4,70,86
70,48.12,49.47,50,4,70,83
70,48.2,48.92,50,4,70,80
69,48.32,48.8,50,4,70,79
70,48.1,48.66,50,4,70,80
70,48.58,48.65,50,4,70,78
69,48.73,47.83,50,4,70,74
70,48.89,46.51,50,4,71,70
69,48.99,47.74,50,4,70,72
70,49.04,48.1,50,4,70,73
71,48.82,48.54,50,4,70,76
69,48.94,48.6,50,4,70,76
70,49.42,48.27,50,4,70,72
70,49.54,48.37,50,4,70,72
69,49.62,48.54,50,4,70,71
70,49.73,48.63,50,4,70,71
70,49.81,49.04,50,4,70,72
69,49.57,49.11,50,4,70,73
71,49.93,49.67,50,4,70,74
69,50.03,48.96,50,4,70,71
70,50.5,49.11,50,4,71,70
70,50.09,49.32,50,4,70,72
69,50.48,49.79,50,4,70,71
71,50.1,49.47,50,4,70,72
70,50.09,49.06,50,4,70,70
69,50.07,46.16,50,4,79,70
70,50.05,46.27,50,4,79,70
70,50.05,47.55,50,4,76,70
69,49.98,48.96,50,4,71,70
70,49.47,50.62,50,4,70,78
69,49.91,49.81,50,4,70,73
71,49.74,49.83,50,4,70,74
73,49.64,49.88,30,4,76,70
69,49.54,50.77,30,4,72,70
70,49.43,50.14,30,4,75,70
70,49.54,48.85,30,4,81,70
70,49.33,50.15,30,4,75,70
70,49.18,49.85,30,4,76,70
70,48.99,49.54,30,4,77,70
69,48.85,49.37,30,4,77,70
70,48.6,49.79,30,4,74,70
70,48.46,50.03,30,4,73,70
70,47.69,49.43,30,4,72,70
70,47.91,48.87,30,4,76,70
69,47.29,49.57,30,4,70,70
70,47.41,49.5,30,4,71,70
70,47.19,48.96,30,4,73,70
69,46.92,49.26,30,4,70,70
70,46.7,48.22,30,4,74,70
70,46.42,48.84,30,4,70,70
69,46.16,48.2,30,4,72,70
69,46.03,48.05,30,4,72,70
69,45.82,47.48,30,4,73,70
70,45.51,47.84,30,4,71,70
70,45.15,47.69,30,4,70,70
69,44.86,47.86,30,4,70,72
70,44.52,47.98,30,4,70,74
69,44.28,47.28,30,4,70,72
69,43.96,47.02,30,4,70,72
70,43.66,46.64,30,4,70,72
69,43.63,46.4,30,4,70,71
69,43.51,46.15,30,4,70,71
70,43.36,45.36,30,4,72,70
68,43.36,45.53,30,4,71,70
70,43.15,45.8,30,4,70,71
69,42.67,45.38,30,4,70,71
69,43.05,45.74,30,4,70,71
69,42.89,45,30,4,71,70
69,42.91,45.02,30,4,71,70
70,42.67,44.79,30,4,71,70
69,42.64,44.79,30,4,71,70
68,42.35,44.23,30,4,72,70
70,42.21,44.23,30,4,72,70
69,41.92,43.9,30,4,72,70
69,41.87,44.23,30,4,71,70
69,41.66,43.54,30,4,73,70
69,41.37,43.49,30,4,72,70
69,41.27,43.9,30,4,70,70
69,40.94,43.29,30,4,71,70
69,40.74,42.77,30,4,72,70
69,40.45,42.74,30,4,71,70
69,40.14,42.98,30,4,70,71
68,39.76,42.24,30,4,70,70
69,39.62,42.4,30,4,70,71
69,39.38,42.31,30,4,70,72
69,39.11,42.55,30,4,70,74
69,38.84,42.36,30,4,70,74
68,38.22,41.78,30,4,70,76
69,38.39,41.54,30,4,70,73
68,38.1,41.27,30,4,70,74
69,37.88,40.96,30,4,70,74
69,37.67,40.63,30,4,70,74
68,37.55,39.86,30,4,70,71
69,37.5,40.03,30,4,70,72
68,37.33,39.88,30,4,70,72
69,37.11,40.09,30,4,70,74
69,36.9,39.5,30,4,70,74
67,36.7,39.25,30,4,70,73
69,36.44,39.02,30,4,70,74
68,36.13,38.84,30,4,70,74
69,36.03,38.56,30,4,70,74
68,35.87,38.36,30,4,70,73
68,35.68,38.05,30,4,70,74
69,35.41,38.41,30,4,70,77
68,35.21,37.77,30,4,70,75
68,35,37.88,30,4,70,77
69,34.83,37.76,30,4,70,77
67,34.55,36.56,30,4,70,74
69,34.42,36.18,30,4,70,73
67,34.3,34.2,30,4,73,70
69,34.14,36.18,30,4,70,74
68,33.92,35.63,30,4,70,73
68,34.08,35.45,30,4,70,72
68,33.8,35.34,30,4,70,72
68,33.22,35.21,30,4,70,75
68,33.29,35.51,30,4,70,76
68,33.01,35.19,30,4,70,76
68,32.43,35.09,30,4,70,79
68,32.71,34.42,30,4,70,75
67,32.48,33.8,30,4,70,74
69,32.33,34.47,30,4,70,78
68,31.66,34.23,30,4,70,80
67,31.51,34.01,30,4,70,80
68,31.46,33.65,30,4,70,80
68,31.18,32.45,30,4,70,76
68,31.1,31.03,30,4,70,71
68,31.37,32.53,30,4,70,75
67,30.84,32.38,30,4,70,77
68,30.68,32.81,30,4,70,80
67,30.55,32.96,30,4,70,81
68,30.38,32.43,30,4,70,81
67,30.43,32.64,30,4,70,82
68,30.38,32.43,30,4,70,81
68,29.98,32.17,30,4,70,82
67,30.41,31.2,30,4,70,76
68,30.41,31.13,30,4,70,76
68,30.26,31.46,30,4,70,78
68,30.29,30.91,30,4,70,76
68,30.27,31.23,30,4,70,77
67,30.26,31.51,30,4,70,79
68,30.31,31.4,30,4,70,78
67,30.33,30.36,30,4,70,74
68,30.41,30.75,30,4,70,75
67,30.5,31.18,30,4,70,76
68,30.45,30.29,30,4,70,73
68,30.5,30.77,30,4,70,75
67,30.5,30.31,30,4,70,73
68,30.51,30.31,30,4,70,72
67,30.55,29.9,30,4,70,70
68,30.89,30.33,30,4,70,71
68,30.53,30.26,30,4,70,72
67,30.55,30.62,30,4,70,73
68,30.58,30.72,30,4,70,73
67,30.6,30.72,30,4,70,73
68,30.6,30.41,30,4,70,72
67,30.58,30.82,30,4,70,73
68,30.55,31.28,30,4,70,76
68,30.57,30.84,30,4,70,74
67,30.94,30.82,30,4,70,72
68,30.55,30.74,30,4,70,73
67,30.55,31.1,30,4,70,75
68,30.6,31.04,30,4,70,74
68,30.65,31.03,30,4,70,74
67,30.68,31.04,30,4,70,74
68,30.68,31.1,30,4,70,74
66,30.67,30.67,30,4,70,72
68,30.79,30.77,30,4,70,72
67,31.11,30.77,30,4,70,71
68,31.11,30.77,30,4,70,71
68,31.06,30.74,30,4,70,71
67,31.06,30.77,30,4,70,71
68,30.68,30.79,30,4,70,72
67,30.7,30.41,30,4,70,70
68,30.7,30.41,30,4,70,70
68,30.7,30.87,30,4,70,72
67,30.65,31.34,30,4,70,74
68,30.67,31.32,30,4,70,74
67,30.65,30.87,30,4,70,72
68,30.62,30.79,30,4,70,72
67,30.6,30.74,30,4,70,72
68,30.6,31.15,30,4,70,74
68,30.67,30.74,30,4,70,72
67,30.57,30.72,30,4,70,72
69,30.96,30.74,30,4,70,70
67,30.5,30.77,30,4,70,72
68,30.55,30.46,30,4,70,71
68,30.43,30.41,30,4,70,71
67,30.41,30.79,30,4,70,73
68,30.41,30.82,30,4,70,73
67,30.39,30.43,30,4,70,71
68,30.34,30.82,30,4,70,73
67,30.34,30.79,30,4,70,73
68,29.91,31.23,30,4,70,76
67,29.91,30.75,30,4,70,74
67,30.29,30.68,30,4,70,73
68,30.31,30.62,30,4,70,72
67,30.34,30.51,30,4,70,72
68,30.07,30.57,30,4,70,73
68,30.92,30.51,30,4,71,70
67,31.3,30.57,30,4,72,70
69,30.91,30.62,30,4,71,70
66,30.45,30.19,30,4,71,70
68,30.41,30.26,30,4,70,70
67,30.36,30.67,30,4,70,72
68,30.29,30.62,30,4,70,72
68,30.38,30.63,30,4,70,71
67,30.36,30.63,30,4,70,71
68,30.33,30.67,30,4,70,72
67,30.26,30.7,30,4,70,72
68,30.14,30.74,30,4,70,73
68,29.59,31.51,30,4,70,78
68,29.79,31.56,40,4,70,88
68,29.74,30.65,40,4,70,85
67,29.76,30.41,40,4,70,85
68,29.81,30.41,40,4,70,86
68,29.88,30.31,40,4,70,85
66,29.5,29.83,40,4,70,85
68,30.48,29.74,40,4,70,81
67,30.29,30.1,40,4,70,84
68,30.46,28.78,40,4,70,78
67,30.67,29.54,40,4,70,80
68,30.79,29.69,40,4,70,80
68,31.08,29.74,40,4,70,79
67,31.3,30.26,40,4,70,80
68,31.52,30.39,40,4,70,79
67,31.8,30.41,40,4,70,78
68,32.02,30.46,40,4,70,78
67,32.47,30.62,40,4,70,77
69,32.64,30.77,40,4,70,77
68,32.89,31.46,40,4,70,77
67,33.15,31.61,40,4,70,77
68,33.8,31.82,40,4,70,75
67,33.66,31.66,40,4,70,75
69,34.3,32.28,40,4,70,74
68,34.16,32.17,40,4,70,74
67,34.42,32.28,40,4,70,73
69,35.14,32.96,40,4,70,73
67,35.36,32.91,40,4,70,72
68,35.65,32.65,40,4,71,70
69,35.84,33.37,40,4,70,70
67,36.06,33.58,40,4,70,70
69,35.74,34.2,40,4,70,74
67,36.39,33.54,40,4,72,70
69,36.23,34.61,40,4,70,72
69,36.82,34.47,40,4,71,70
67,36.54,35.09,40,4,70,73
69,36.59,35.29,40,4,70,73
67,36.88,35.46,40,4,70,72
69,37.48,35.65,40,4,70,70
69,37.28,35.39,40,4,71,70
67,37.41,35.98,40,4,70,71
69,37.69,36.16,40,4,70,71
68,37.79,36.42,40,4,70,71
69,38.12,36.66,40,4,70,70
69,38.29,37.33,40,4,70,72
67,38.51,37.12,40,4,70,70
69,38.61,37.17,40,4,70,70
68,38.7,37,40,4,72,70
69,38.9,37.17,40,4,72,70
69,39.21,37.41,40,4,72,70
68,39.32,37.21,40,4,74,70
69,39.42,37.43,40,4,74,70
67,39.97,37.62,40,4,76,70
69,39.61,37.89,40,4,74,70
69,39.66,38.41,40,4,72,70
68,39.66,39.04,40,4,71,70
69,39.71,38.3,40,4,73,70
68,39.78,38.46,40,4,73,70
69,39.78,37.07,40,4,78,70
69,39.26,34.47,40,4,83,70
68,39.71,39.57,40,4,70,70
69,39.61,39.64,40,4,70,71
68,39.38,39.35,40,4,70,70
69,38.92,39.76,40,4,70,74
69,39.26,39.3,40,4,70,71
68,39.23,39.37,40,4,70,71
69,39.11,39.76,40,4,70,73
69,39.06,39.78,40,4,70,74
68,38.97,39.76,40,4,70,74
69,38.97,39.71,40,4,70,74
68,38.48,39.67,40,4,70,77
69,38.84,39.5,40,4,70,75
69,38.89,39.06,40,4,70,73
68,39.04,39.47,40,4,70,73
69,39.01,39.49,40,4,70,74
68,39.02,39.5,40,4,70,74
69,39.06,39.5,40,4,70,74
69,39.04,39.02,40,4,70,73
68,39.04,39.35,40,4,70,74
69,38.66,38.48,40,4,70,72
68,39.16,38.44,40,4,70,70
69,39.61,38.48,40,4,72,70
69,39.18,38.53,40,4,70,70
68,39.21,38.1,40,4,72,70
68,39.21,38.15,40,4,72,70
68,39.2,35.65,40,4,80,70
69,39.02,37.36,40,4,74,70
69,38.97,39.02,40,4,70,72
68,38.97,39.04,40,4,70,72
69,38.97,39.02,40,4,70,72
68,39.01,38.73,40,4,70,71
69,39.01,38.27,40,4,71,70
69,39.01,39.97,40,4,70,75
68,38.96,39.86,40,4,70,75
69,39.38,39.81,40,4,70,73
69,39.42,37.95,40,4,74,70
68,39.01,39.25,40,4,70,73
69,39.11,38.41,40,4,71,70
68,39.11,38.41,40,4,71,70
69,39.57,37.98,40,4,75,70
69,39.06,38.87,40,4,70,71
68,39.09,39.35,40,4,70,73
68,39.11,38.46,40,4,71,70
68,39.08,38.36,40,4,71,70
69,39.18,39.14,40,4,70,72
69,39.14,38.72,40,4,70,70
68,38.73,38.78,40,4,70,72
69,39.13,38.89,40,4,70,71
68,39.11,39.3,40,4,70,73
69,38.99,39.76,40,4,70,75
69,38.56,39.3,40,4,70,75
68,38.46,38.89,40,4,70,74
69,38.87,39.25,40,4,70,74
68,38.92,38.85,40,4,70,72
69,38.94,38.84,40,4,70,72
69,38.92,38.77,40,4,70,72
68,38.65,38.77,40,4,70,73
69,39.08,38.84,40,4,70,71
68,39.06,38.84,40,4,70,72
69,39.09,38.07,40,4,72,70
69,39.09,37.59,40,4,73,70
68,39.13,38.84,40,4,70,71
69,39.11,38.46,40,4,71,70
69,38.61,38.53,40,4,70,72
67,39.01,39.43,40,4,70,74
69,38.94,39.9,40,4,70,76
69,38.89,39.91,40,4,70,77
68,38.85,38.72,40,4,70,72
69,38.77,39.43,40,4,70,75
68,38.75,39.25,40,4,70,75
69,38.72,39.55,40,4,70,76
68,38.8,39.08,40,4,70,74
69,38.87,35.87,40,4,77,70
69,38.72,38.78,40,4,70,73
68,38.7,39.2,40,4,70,75
